,영상제목
11237,영국 여왕의 특권에 관한 너무나도 부러운 사실들
11238,사람 배설물로 달린다?…영국 첫 '똥 버스'
11239,70여 년 영국 여왕 곁 지킨 필립공 영면...TV로 생중계 / YTN
11240,"영국 음반제작사 대표, 임재범의 소향 반응, 보컬코치 해외 리액션 Original artist's opinion to So Hyang, Reaction of Vocal Coach"
11241,콩글리쉬 처음 들어본 영국 선생님들의 반응?!
11242,영국 배우가 한국 기사식당에 가서 돼지불백 먹고 난생처음 충격받은 이유
11243,【『⚡』】 영국 전역을 공포에 떨게했던 공무원의 정체
11244,영국에 경매로나온 19세기 지도에 난리난 이유 - 한국 최대영토 확인된듯
11245,세계테마기행 - 영국 프랑스 문명기행 1부 대영제국을 걷다_#002
11246,'브렉시트'에 '변이' 덮친 영국 혼란…사재기 현상도 / JTBC 아침& 세계
11247,[피터 빈트:  영국]  1/3    [이웃집 찰스] 20200204
11248,[단독] 한국과 손잡은 영국의 충격발표에 일본 전체가 비상!
11249,영국은 어떻게 인도를 식민통치 했을까?
11250,인도가 발전된 것은 영국 덕분? 확연히 다른 역사 인식! 비정상회담 111회
11251,영국 직장인이 알려주는 해외취업의 현실 #외국노동자 #영어실력 #학벌주의
11252,영국 애기들에게 한국 소개!  //  Introducing Korea to British kids!
11253,비싼 집값에...보트로 내몰리는 영국 청춘들 / 연합뉴스 (Yonhapnews)
11254,영국 전투식량을 처음 먹어본 한국 군인들의 반응!?!
11255,영국 어쩌다 이렇게 됐나...유럽 '최다 사망국' 오명 / YTN
11256,만약에 영국이 유럽대륙에 붙어있었다면?_[센서 스튜디오]
11257,성시경 Sung Si Kyung 영국 이야기 ‘외워두세요’ KBS 20040217
11258,처음 한국에 온 외국인들이 느끼는 충격적인 것들(FT.영국남자 조쉬) Shocking Korean Culture for foreigners (Ft. KoreanEnglishman)
11259,[결말포함] 불법 체류자가 영국축구의 레전드가 되다.
11260,런던직장인 해외취업 Q&A | 한국 대기업 연봉 vs 영국 연봉 / 해외취업 자소서 꿀팁 / 영국 워라벨 / 링크드인 / 재택근무 장점
11261,영국남자가 가르쳐주는 영국 영어  //  English lesson with YBM
11262,[토크멘터리 전쟁史] 149부 영국내전I
11263,[해외반응] 영국을 발칵 뒤집은 윤여정 수상 소감. 매번 레전드 경신하는 그녀의 솔직한 사이다. 영국 아카데미 여우조연상. 이제 오스카로 간다. #해외반응 #윤여정 #수상소감
11264,한국 수산시장에서 2년 인생 첫 대게를 맛본 영국 애기의 반응은?!?
11265,한국와서 인생 첫 눈을 본 영국 애기의 반응?? ☃️🇰🇷
11266,"테슬라 메가팩 영국 최대 규모 에너지 저장 시설 프로젝트 전력공급 / 수퍼차저 생산공장 완공, 대량생산 임박/ 놀라운 기가텍사스 효과 / 넷플릭스에서 재조명된 일론머스크의 사명"
11267,영국 아동 성범죄자가 악명높은 교도소에 들어가 겪은 일 | 토요미스테리 | 디바제시카
11268,영국 전차에 필수적으로 들어간다는 '홍차 포트' 이야기
11269,'아이언맨'처럼 날아 현장으로…영국서 구조 실험 성공 / JTBC 아침&
11270,한국 배달문화에 뿅간 영국 신부님 크리스!!!
11271,"[팩트와이] 영국 변이 바이러스, '코로나20' 출현이다？ / YTN"
11272,길거리토스트에 깜놀한 영국아저씨!!??
11273,영국음식이 진짜로 얼마나 맛없는지 보여주는 손흥민!! (입맛은 아직 100% 한국인🇰🇷)
11274,[BTS/방탄] 역대급 웃긴 대환장 영국 UK 인터뷰 모음 ㅋㅋㅋㅋㅋㅋ
11275,한식 밥상을 처음 경험한 영국인들의 반응?!? (영국애기 입맛에 최애 반찬은??)
11276,"영국왕실에서 들고나온 한국제품 보자마자 전세계 무릎 탁 친 이유 // ""한국산 아니면 안써요"""
11277,"100일 만에 다시 문 여는 영국...WHO ""대유행 끝 아직 멀어"" / YTN"
11278,[영국워홀2021] 영국 입국시 필요한 서류들｜영국워홀준비｜음성확인서｜Passenger Locator Form｜셀프테스트 키트｜DNA workplace｜폴란드경유｜런던입국｜
11279,태어나서 처음 한복 입어보고 공주님으로 변신한 영국 아기!!
11280,영국에는 없는 한국 맥딜리버리에 감동 받은 영국 신부님!!!
11281,"[브렉시트] 영국의 EU 탈퇴, '자발적 왕따'이다? 비정상회담 104회"
11282,해리포터와 런던에서 숨바꼭질 | 영국여행 | 세계여행★지니키즈
11283,손수 개조한 랜드로버 타고…영국 여왕 부군 필립공 영면 / 연합뉴스 (Yonhapnews)
11284,영국 군인이 한국 군대 PX 가보고 멘붕온 이유?! (Ft. PX 미슐랭???)
11285,[영국워홀] 영국회사가 취업비자를 안주는 진짜 이유 |영국여행만 하다 가야하는 현실
11286,영국 중딩이 밥버거를 먹고 보인 반응은?! 영국 중딩의 한국 여행 즐기기 시리즈 4편!
11287,영국의 엔딩
11288,영국에서 널려있지만 오직 한국인만 먹는다는 '이것'을 본 영국인의 반응
11289,"""한국인이 영국 발음 쓰면 영국인이 비웃나요?"" - 현지인에게 물어보았다"
11290,"영국 외무장관 ""아프간 공습할 권리 있다…지휘부 잡기 위해 모든 방법 동원"" / JTBC 아침&"
11291,한국에 처음 온 영국신부님 크리스!!
11292,"16세 영국소녀, UK 오디션에서 방탄소년단(BTS) Fake Love를 부른 후 놀라운 실시간"
11293,한국인 손흥민의 영국 현지 아이들에게서 인기를 실감할 수 있는 영상
11294,(한글자막)방탄 영국 BBC 라디오인터뷰
11295,"""고상한 체하는 영국인"" 윤여정 수상소감에 영국이 빵 터졌다 / 연합뉴스 (Yonhapnews)"
11296,"초딩 입맛 영국 쌍둥이, 역대급 한식 맛집에서 신세계 영접!!"
11297,한국 전투식량을 처음 먹어본 영국 군인들의 반응!?!
11298,"🏆 영국 앨범 차트 1위, 𝐓𝐨𝐦 𝐆𝐫𝐞𝐧𝐧𝐚𝐧 - 𝐋𝐢𝐭𝐭𝐥𝐞 𝐁𝐢𝐭 𝐨𝐟 𝐋𝐨𝐯𝐞 [가사/해석/자막/lyrics]"
11299,2년만에 돌아온 영국 신사의 한국 고깃집 먹방!! (feat. 손흥민 선수 최애 맛집)
11300,6일 🇬🇧 처음부터 끝까지 영국영어로 브이로그🔥 | MY VERY FIRST ENGLISH VLOG
11301,[한글자막] 팝송 리뷰를 하던 영국청년이 우연히 BTS를 들으면 벌어지는 일
11302,영국 여왕 엘리자베스 2세가 사망하면 어떤 일이 벌어질까?
11303,[이슈톡] 영국서 하늘에 떠다니는 배 포착 (2021.03.08/뉴스투데이/MBC)
11304,영국 발음 미국발음 차이; 헷갈리는 영국 발음 공부
11305,"영국, 미국에선 크리스마스에 뭐하나요?? 데이트하나요?"
11306,【심랑괴】영국 사탄숭배 사건- 아버지가 사탄 숭배자들의 보스에요. [실제][기괴]
11307,"영국 바리스타 챔피언의 핸드드립 레시피를 공개합니다 (핫, 아이스)"
11308,이나영 앞에서 바보가 되어버린 영국남자!!
11309,한국 대학교 축제를 처음 경험해본 영국남자!!
11310,약빨고 love yourself 영국발음으로 읽깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11311,"영국, 코로나 고의감염 인체실험 논란…""가을에 결과"" / 연합뉴스TV (YonhapnewsTV)"
11312,치맥 먹으러 아내까지 데리고 한국 온 영국신부님!?!
11313,요즘 영국뉴스에 한국이 맨날 나오는 이유: 영국의 충격적인 진실
11314,한국 워터파크 접수한 영국 쌍둥이!! 역대급 하이텐션🤟🤩(+초초초대형 먹방?!!)
11315,[과몰입 공부 Playlist] 나 지금 영국 귀족임 | 브리저튼 OST | 2시간 bgm
11316,한국 키즈카페 한번 들어갔다가 집에 못갈뻔 한 영국아기?!?
11317,스코틀랜드가 독립하려고 하는 진짜 이유!!
11318,영국영어 디즈니 애니메이션 추천 🇬🇧영국문화원에서 이거로 공부하던데…?
11319,"현대중공업, 퀸엘리자베스 항모 건조한 영국기업과 손잡고 경항모 건조"
11320,🇬🇧 영국대학원 성적공개 (feat. 연세대 올 A+)｜영국유학｜영국유학생｜영국유학현실｜학점공개｜석사｜석사논문
11321,영국1부리그와 하부리그가 경기할 수 있는 영국 FA컵 ㅣ KBS방송
11322,[한글자막] 한국 vs 독일 레전드 경기! BBC 영국 현지 해설 반응
11323,한국 재래시장에서 깜놀한 영국 엄마! (시장에 온돌의자가 있다고!?)
11324,영국이 강대국이 된 이유: 산업혁명
11325,한국 탑스타분들 모시고 뜨끈~한 돼지국밥 한 그릇 했습니다.
11326,"[사이언스 취재파일] 전염력 센 영국발 변이 바이러스…""심각하고 위험한 상황"" / YTN 사이언스"
11327,영국 넘사벽 집안 출신 금수저 모델의 삶 | 카라 델러빈(Cara Delevingne)의 모든 것
11328,영국 MI6 특수요원이 북한에 고립되면 생기는 일
11329,다시 보고 싶은 영국 웨일스 삼형제♡ 해리! l #어서와ZIP l #어서와한국은처음이지
11330,바나나킥을 처음 먹어본 영국 아기의 반응?!?
11331,한국인들 덕분에 떼돈 벌고 있다는 영국인들.. 영국에서 난리난 이유
11332,[하츠오브아이언4] 만약 대영제국이 부활한다면? (파시스트 영국)
11333,한국에서 20년 지낸 영국기자가 쓴 한국인 특징을 본 영국인의 반응
11334,영국아저씨의 '헬로우고스트' 영화보기
11335,아편전쟁: 홍콩은 어떻게 영국의 식민지가 되었을까요? (홍콩 역사 1부) [동글동글 세계사]
11336,[인간극장 레전드 #112-1] 사랑하는 아내를 위해 영국에서 한국으로❤ | 영국 사위 게러스 (1/5) [KBS 041004 방송]
11337,4년만에 만난 영국 귀족 테드의 첫 한식 먹방!? (저희 과거를 털어봤어요!!)
11338,영국 중딩의 한국식 중화요리 첫 인상은?! 영국 중딩의 한국 여행 즐기기 시리즈 6편!
11339,영국 영어: 영국 지방의 다양한 발음 (영국 사투리!) // British Accents from around the UK!
11340,영국 워홀와서 취업 비자 (Tier 2) 받은 과정
11341,한국판 핫도그를 처음 만난 영국오총사가 받은 인상은!? 영국 오총사의 한국 즐기기 21편!
11342,"영국, 호주, 한국 아기들이 만나면?!? (feat. 그들의 대화법??)"
11343,"영국 명예혁명／근대 유럽의 역사 요약! 4. 세계사, 서양근대사"
11344,영국신사 올리아빠의 첫 삼겹살 먹방 도전?!?
11345,현재 손흥민의 기괴한 동작을 보고 영국의 축구 전문가들이 충격에 빠진 이유
11346,체질검사 받으러 갔다가 한의원 제대로(?) 경험한 영국 쌍둥이!!?? (ft.신검 한의원 ver.)
11347,영어회화 생활영어 30일완성 1일차 영국영어 영국발음
11348,한국 수능을 본 영국 10대들의 반응?!? (저희 선생님 이 영상 안보게 해주세요😳)
11349,"영국생활 30년 넘은후 느끼는 장점,"
11350,[인간극장 레전드 #55-1] 영국사위 안드류의 부산일기 (1/5) [KBS 091012 방송]
11351,"영국-EU 관계, 내년부터 어떻게 바뀌나? / KBS"
11352,역대급 호텔 딸기뷔페 가보고 사랑에 빠진 영국엄마!!😍🍓🍰
11353,알고 보면 들린다! 영국의 상류층 발음!! [해피 투게더 4/Happy Together 4] 20200305
11354,[현지 인터뷰]차별금지법 통과된 영국은? @CGN투데이(2020.7.13)
11355,영국 아리아나 그란데 공연장에서 폭탄 테러 발생 / SBS
11356,파맛 첵스를 처음 먹어본 영국할머니 + 애기의 반응?!?
11357,[인싸ZIP] 멋쟁이 영국남자 은근 허당미 벤★ l #어서와한국은처음이지 l EP.104-106
11358,초코파이를 처음 먹어본 영국 아기의 반응?!? (feat. 인절미 초코파이??)
11359,"독일이 절대 영국을 이길 수 없었던 이유 ""영국본토항공전"" (제2차 세계대전 5화) [지식스토리]"
11360,F-35 스텔스 탑재한 영국 항모전단…동해서 연합훈련 / 연합뉴스 (Yonhapnews)
11361,영국 장궁병이 프랑스 기사들을 참교육한 전설적인 전투
11362,저희 유튜브 계속 할 수 있을까요...? 영국의 황당한 정책들...?!
11363,"영국인들의 영국 탈출...""유럽인으로 살겠다"" / YTN (Yes! Top News)"
11364,영국 최악의 파이 정어리 파이의 오해와 진실
11365,한국 아쿠아리움 처음 가본 영국 아기!! (친구 사겼어???)
11366,[인간극장 레전드 #55-4] 영국사위 안드류의 부산일기 (4/5) [KBS 091015 방송]
11367,영국 왕실에 관한 재미있는 사실들 1편
11368,영국이 월드컵에서는 영국이 아닌 잉글랜드인 이유 [KoreanBilly's English]
11369,샘오취리한테 초대 받아서 한국 라디오 생방송까지 나온 영국 쌍둥이!??
11370,한복 헤어+메이크업 처음 받고 변신한 영국부부의 마지막 밤 데이트...?!
11371,끈질긴 저항의 역사를 지닌 나라 아일랜드 역사
11372,밧줄 하나로 헬리콥터에서 뛰어내리라고요??? 영국 신부님 VS 영국 소령님 반응!!
11373,영국인 10명 중 1명이 봤다는 영국판 복면가왕! 영국에서 입수한 단독 영상 보여드림
11374,100첩 반상 받고 뻗으신 영국 임금님??!!
11375,"영국 해군의 자부심 ""퀸 엘리자베스급 항공모함"" / 미국을 제외하면 세계 최강! [지식스토리]"
11376,[스펀지 레전드 ＃82] 영국에 이런 자장가가 있다고요? 가사를 제대로 이해했다면 과연 잠이 올지 의문!!   | KBS 200403274 방송
11377,스모그로 1만여명 사망 이후…영국은 어떻게 '청정국'이 됐나
11378,[샤리오뜨 바잉일기] 영국에서 제일 큰 에르메스 매장을 방문했어요! 그곳에선 과연 무슨 일이..?
11379,영국출신 미친셰프를 만나고 직업을 바꾼 썰
11380,영국 BBC 메인 뉴스에 실시간 속보로 보도 역대급 발언에 갑자기 난리난 영국 BTS 방탄소년단 비하한 방송 패널 논란 BTS Dynamite Performance UK News
11381,현재 손흥민의 기괴한 동작을 보고 영국의 축구 전문가들이 충격에 빠진 이유
11382,[대영제국5] 19~20C 영국이 미국의 부상을 막지 못한 이유
11383,"영국신부님 쌍둥이형, 특공대 소령의 인생 첫 삼겹살 경험!! (큰일났다… 영국 안 돌아가실듯ㅋㅋㅋ)"
11384,흔한 한국 슈퍼에서 장보다가 깜짝 놀란 영국부부!?
11385,"영국 군인이 한국 군대 식당가서 ""짬밥""을 먹어본다면??? (+군대스리가 한국 vs 영국!!)"
11386,영국 쌍둥이 군대 간다는 소식 듣고 치킨 사주러 온 샘 해밍턴 병장?!
11387,영국에서 이삭토스트 원조맛 재현해보기!! 창업 도전!!?
11388,"'완전한 결별' EU-영국, 내년 1월부터 뭐가 바뀌나 / YTN"
11389,부산의 산 꼼장어에 도전한 영국남자 조엘!! // Live Eel Challenge in Busan!!
11390,영국 특공대 VS 신부님!! 쌍둥이의 스포츠 대결... 지면 평생 놀림받는다... 이겨야한다...
11391,"[그재무지 M] 영국의 미제사건, 누가 느릅나무에 벨라를 넣었을까?"
11392,한국 워터파크를 처음 가본 영국 신부님 크리스!!
11393,한국 빙수 처음보고 입이 딱 벌어진 영국 중딩?! 영국 중딩의 한국 여행 즐기기 시리즈 2편!
11394,전투식량 포기 못하는 영국 남자☆ l #어서와한국은처음이지 l EP.164
11395,영국 왕세손빈 둘째 '딸' 출산...왕위 계승 서열 4위 / YTN
